key,ion,wave_vac,Ei,Ek,Aki,fik,gigk,configuration,terms,Ji-Jk,type,references,note,wave_air,ion_tex,ion_tex_lambda,classification,gf,line_ratio,multiplet,multiplet_term
FeII-1813,Fe II,1813.6603821135175,3.89,0.0,0.0,0.0,,,b4D-v4D*,5/2-3/2,E1,Sigut+03,,1813.037,Fe II,"Fe II$\,\lambda1813$",permitted,0.0,628,16,b4D
FeII-1817,Fe II,1817.9996621636253,3.887,0.0,0.0,0.0,,,b4D-v4D*,3/2-1/2,E1,Sigut+03,,1817.376,Fe II,"Fe II$\,\lambda1817$",permitted,0.0,752,16,b4D
FeII-1817,Fe II,1818.1306709903783,3.888,0.0,0.0,0.0,,,b4D-v4D*,1/2-1/2,E1,Sigut+03,,1817.507,Fe II,"Fe II$\,\lambda1817$",permitted,0.0,691,16,b4D
FeII-1820,Fe II,1821.536907886694,6.721,0.0,0.0,0.0,,,b4G-X2I*,11/2-13/2,E1,Sigut+03,,1820.913,Fe II,"Fe II$\,\lambda1820$",permitted,0.0,1050,18,b4G
FeII-1827,Fe II,1827.8543835104347,6.727,0.0,0.0,0.0,,,b4G-q4D*,5/2-3/2,E1,Sigut+03,,1827.23,Fe II,"Fe II$\,\lambda1827$",permitted,0.0,516,18,b4G
FeII-1830,Fe II,1831.0886443227128,6.727,0.0,0.0,0.0,,,b4G-v4H*,5/2-7/2,E1,Sigut+03,,1830.464,Fe II,"Fe II$\,\lambda1830$",permitted,0.0,873,18,b4G
FeII-1831,Fe II,1832.6047704486107,6.727,0.0,0.0,0.0,,,b4G-v4H*,7/2-9/2,E1,Sigut+03,,1831.98,Fe II,"Fe II$\,\lambda1831$",permitted,0.0,1190,18,b4G
FeII-1833,Fe II,1834.2709118299847,6.726,0.0,0.0,0.0,,,b4G-v4H*,9/2-11/2,E1,Sigut+03,,1833.646,Fe II,"Fe II$\,\lambda1833$",permitted,0.0,1390,18,b4G
FeII-1834,Fe II,1835.589025703652,6.721,0.0,0.0,0.0,,,b4G-v4H*,11/2-13/2,E1,Sigut+03,,1834.964,Fe II,"Fe II$\,\lambda1834$",permitted,0.0,1610,18,b4G
FeII-1839,Fe II,1840.427458589938,6.727,0.0,0.0,0.0,,,b4G-t4G*,5/2-5/2,E1,Sigut+03,,1839.802,Fe II,"Fe II$\,\lambda1839$",permitted,0.0,1480,18,b4G
FeII-1839,Fe II,1840.624476701048,6.727,0.0,0.0,0.0,,,b4G-t4G*,7/2-7/2,E1,Sigut+03,,1839.999,Fe II,"Fe II$\,\lambda1839$",permitted,0.0,1320,18,b4G
FeII-1841,Fe II,1842.3356355558412,6.726,0.0,0.0,0.0,,,b4G-t4G*,9/2-9/2,E1,Sigut+03,,1841.71,Fe II,"Fe II$\,\lambda1841$",permitted,0.0,2820,18,b4G
FeII-1843,Fe II,1843.88578184005,6.721,0.0,0.0,0.0,,,b4G-t4G*,11/2-11/2,E1,Sigut+03,,1843.26,Fe II,"Fe II$\,\lambda1843$",permitted,0.0,3250,18,b4G
FeII-1843,Fe II,1844.1128034509375,6.726,0.0,0.0,0.0,,,b4G-p4F*,9/2-7/2,E1,Sigut+03,,1843.487,Fe II,"Fe II$\,\lambda1843$",permitted,0.0,2780,18,b4G
FeII-1852,Fe II,1852.979683568948,6.721,0.0,0.0,0.0,,,b4G-p4F*,11/2-9/2,E1,Sigut+03,,1852.353,Fe II,"Fe II$\,\lambda1852$",permitted,0.0,1140,18,b4G
FeII-1853,Fe II,1853.6547533587368,6.726,0.0,0.0,0.0,,,b4G-u6D*,9/2-7/2,E1,Sigut+03,,1853.028,Fe II,"Fe II$\,\lambda1853$",permitted,0.0,1910,18,b4G
FeII-1853,Fe II,1853.9817873048237,6.727,0.0,0.0,0.0,,,b4G-u6D*,7/2-7/2,E1,Sigut+03,,1853.355,Fe II,"Fe II$\,\lambda1853$",permitted,0.0,1220,18,b4G
FeII-1853,Fe II,1854.4048313485569,6.726,0.0,0.0,0.0,,,b4G-p4F*,9/2-9/2,E1,Sigut+03,,1853.778,Fe II,"Fe II$\,\lambda1853$",permitted,0.0,654,18,b4G
FeII-1869,Fe II,1870.181574410617,6.721,0.0,0.0,0.0,,,b4G-u4G*,11/2-11/2,E1,Sigut+03,,1869.553,Fe II,"Fe II$\,\lambda1869$",permitted,0.0,8360,18,b4G
FeII-1872,Fe II,1873.2669367851095,6.726,0.0,0.0,0.0,,,b4G-u4G*,9/2-9/2,E1,Sigut+03,,1872.638,Fe II,"Fe II$\,\lambda1872$",permitted,0.0,12700,18,b4G
FeII-1872,Fe II,1873.6019765331941,6.727,0.0,0.0,0.0,,,b4G-u4G*,7/2-9/2,E1,Sigut+03,,1872.973,Fe II,"Fe II$\,\lambda1872$",permitted,0.0,986,18,b4G
FeII-1877,Fe II,1878.3455474500147,6.726,0.0,0.0,0.0,,,b4G-u4G*,9/2-7/2,E1,Sigut+03,,1877.716,Fe II,"Fe II$\,\lambda1877$",permitted,0.0,518,18,b4G
FeII-1880,Fe II,1881.159893201397,6.727,0.0,0.0,0.0,,,b4G-u6F*,7/2-7/2,E1,Sigut+03,,1880.53,Fe II,"Fe II$\,\lambda1880$",permitted,0.0,1410,18,b4G
FeII-1890,Fe II,1891.274176761382,6.726,0.0,0.0,0.0,,,b4G-q4F*,9/2-7/2,E1,Sigut+03,,1890.643,Fe II,"Fe II$\,\lambda1890$",permitted,0.0,629,18,b4G
FeII-1891,Fe II,1891.6822298397612,6.727,0.0,0.0,0.0,,,b4G-q4P*,7/2-5/2,E1,Sigut+03,,1891.051,Fe II,"Fe II$\,\lambda1891$",permitted,0.0,576,18,b4G
FeII-1901,Fe II,1902.1366219549814,6.726,0.0,0.0,0.0,,,b4G-*4D*,9/2-7/2,E1,Sigut+03,,1901.504,Fe II,"Fe II$\,\lambda1901$",permitted,0.0,691,18,b4G
FeII-1920,Fe II,1921.6203690043383,3.943,0.0,0.0,0.0,,,b2F-v2D*,5/2-5/2,E1,Sigut+03,,1920.985,Fe II,"Fe II$\,\lambda1920$",permitted,0.0,605,12,b2F
FeII-1927,Fe II,1928.5543901289634,3.966,0.0,0.0,0.0,,,b2F-v2D*,7/2-5/2,E1,Sigut+03,,1927.918,Fe II,"Fe II$\,\lambda1927$",permitted,0.0,793,12,b2F
FeII-1966,Fe II,1966.8383796118674,5.954,0.0,0.0,0.0,,,d2D-r2F*,5/2-7/2,E1,Sigut+03,,1966.196,Fe II,"Fe II$\,\lambda1966$",permitted,0.0,863,0,d2D
FeII-1970,Fe II,1970.9710579898165,6.727,0.0,0.0,0.0,,,b4G-w4H*,5/2-7/2,E1,Sigut+03,,1970.328,Fe II,"Fe II$\,\lambda1970$",permitted,0.0,3140,18,b4G
FeII-1974,Fe II,1974.7966909587212,6.727,0.0,0.0,0.0,,,b4G-w4H*,7/2-9/2,E1,Sigut+03,,1974.153,Fe II,"Fe II$\,\lambda1974$",permitted,0.0,4150,18,b4G
FeII-1978,Fe II,1979.152417331089,6.726,0.0,0.0,0.0,,,b4G-w4H*,9/2-11/2,E1,Sigut+03,,1978.508,Fe II,"Fe II$\,\lambda1978$",permitted,0.0,4240,18,b4G
FeII-1983,Fe II,1983.7081833873897,6.721,0.0,0.0,0.0,,,b4G-w4H*,11/2-13/2,E1,Sigut+03,,1983.063,Fe II,"Fe II$\,\lambda1983$",permitted,0.0,3760,18,b4G
FeII-2020,Fe II,2021.1306999569597,7.125,0.0,0.0,0.0,,,d4P-p4D*,3/2-5/2,E1,Sigut+03,,2020.479,Fe II,"Fe II$\,\lambda2020$",permitted,0.0,510,24,d4P
FeII-2099,Fe II,2100.1535265122943,4.493,0.0,0.0,0.0,,,b2D-v2D*,5/2-5/2,E1,Sigut+03,,2099.487,Fe II,"Fe II$\,\lambda2099$",permitted,0.0,692,0,b2D
FeII-2146,Fe II,2146.720788270426,0.048,0.0,0.0,0.0,,,a6D-z4P*,7/2-5/2,E1,Sigut+03,,2146.045,Fe II,"Fe II$\,\lambda2146$",permitted,0.0,1200,10,a6D
FeII-2187,Fe II,2187.979251763507,4.73,0.0,0.0,0.0,,,c2D-v2D*,5/2-5/2,E1,Sigut+03,,2187.295,Fe II,"Fe II$\,\lambda2187$",permitted,0.0,562,0,c2D
FeII-2240,Fe II,2241.041436722413,0.083,0.0,0.0,0.0,,,a6D-z4F*,5/2-3/2,E1,Sigut+03,,2240.346,Fe II,"Fe II$\,\lambda2240$",permitted,0.0,765,10,a6D
FeII-2243,Fe II,2244.579193190785,0.352,0.0,0.0,0.0,,,a4F-z4P*,5/2-3/2,E1,Sigut+03,,2243.883,Fe II,"Fe II$\,\lambda2243$",permitted,0.0,513,6,a4F
FeII-2244,Fe II,2245.306348832795,0.301,0.0,0.0,0.0,,,a4F-z4P*,7/2-5/2,E1,Sigut+03,,2244.61,Fe II,"Fe II$\,\lambda2244$",permitted,0.0,1460,6,a4F
FeII-2245,Fe II,2246.1985398718157,4.766,0.0,0.0,0.0,,,z6D*-a6F,9/2-9/2,E1,Sigut+03,,2245.502,Fe II,"Fe II$\,\lambda2245$",permitted,0.0,639,29,z6D*
FeII-2249,Fe II,2249.8753279963735,0.0,0.0,0.0,0.0,,,a6D-z4D*,9/2-7/2,E1,Sigut+03,,2249.178,Fe II,"Fe II$\,\lambda2249$",permitted,0.0,3560,10,a6D
FeII-2250,Fe II,2250.8745424110843,0.107,0.0,0.0,0.0,,,a6D-z4F*,3/2-3/2,E1,Sigut+03,,2250.177,Fe II,"Fe II$\,\lambda2250$",permitted,0.0,1110,10,a6D
FeII-2250,Fe II,2251.634705595357,0.083,0.0,0.0,0.0,,,a6D-z4F*,5/2-5/2,E1,Sigut+03,,2250.937,Fe II,"Fe II$\,\lambda2250$",permitted,0.0,1700,10,a6D
FeII-2251,Fe II,2252.252838331863,0.048,0.0,0.0,0.0,,,a6D-z4D*,7/2-5/2,E1,Sigut+03,,2251.555,Fe II,"Fe II$\,\lambda2251$",permitted,0.0,987,10,a6D
FeII-2253,Fe II,2253.8231757113304,0.048,0.0,0.0,0.0,,,a6D-z4F*,7/2-7/2,E1,Sigut+03,,2253.125,Fe II,"Fe II$\,\lambda2253$",permitted,0.0,3560,10,a6D
FeII-2255,Fe II,2256.3877272105506,4.791,0.0,0.0,0.0,,,z6D*-a6F,7/2-9/2,E1,Sigut+03,,2255.689,Fe II,"Fe II$\,\lambda2255$",permitted,0.0,546,29,z6D*
FeII-2255,Fe II,2256.68679156507,0.121,0.0,0.0,0.0,,,a6D-z4F*,1/2-3/2,E1,Sigut+03,,2255.988,Fe II,"Fe II$\,\lambda2255$",permitted,0.0,948,10,a6D
FeII-2258,Fe II,2258.9272739609796,7.925,0.0,0.0,0.0,,,y4G*-h4G,9/2-9/2,E1,Sigut+03,,2258.228,Fe II,"Fe II$\,\lambda2258$",permitted,0.0,545,0,y4G*
FeII-2260,Fe II,2260.7826738108843,0.0,0.0,0.0,0.0,,,a6D-z4F*,9/2-9/2,E1,Sigut+03,,2260.083,Fe II,"Fe II$\,\lambda2260$",permitted,0.0,6950,10,a6D
FeII-2260,Fe II,2260.9367070208045,0.121,0.0,0.0,0.0,,,a6D-z4D*,1/2-1/2,E1,Sigut+03,,2260.237,Fe II,"Fe II$\,\lambda2260$",permitted,0.0,609,10,a6D
FeII-2260,Fe II,2261.560841608891,0.107,0.0,0.0,0.0,,,a6D-z4F*,3/2-5/2,E1,Sigut+03,,2260.861,Fe II,"Fe II$\,\lambda2260$",permitted,0.0,1560,10,a6D
FeII-2262,Fe II,2263.3862354490725,0.107,0.0,0.0,0.0,,,a6D-z4D*,3/2-3/2,E1,Sigut+03,,2262.686,Fe II,"Fe II$\,\lambda2262$",permitted,0.0,807,10,a6D
FeII-2265,Fe II,2266.6949501300132,0.083,0.0,0.0,0.0,,,a6D-z4D*,5/2-5/2,E1,Sigut+03,,2265.994,Fe II,"Fe II$\,\lambda2265$",permitted,0.0,1200,10,a6D
FeII-2267,Fe II,2268.2852940103153,0.083,0.0,0.0,0.0,,,a6D-z4F*,5/2-7/2,E1,Sigut+03,,2267.584,Fe II,"Fe II$\,\lambda2267$",permitted,0.0,3170,10,a6D
FeII-2268,Fe II,2269.2635056467348,0.121,0.0,0.0,0.0,,,a6D-z4D*,1/2-3/2,E1,Sigut+03,,2268.562,Fe II,"Fe II$\,\lambda2268$",permitted,0.0,593,10,a6D
FeII-2268,Fe II,2269.5235619250243,0.048,0.0,0.0,0.0,,,a6D-z4D*,7/2-7/2,E1,Sigut+03,,2268.822,Fe II,"Fe II$\,\lambda2268$",permitted,0.0,2310,10,a6D
FeII-2276,Fe II,2276.7541291843822,0.107,0.0,0.0,0.0,,,a6D-z4D*,3/2-5/2,E1,Sigut+03,,2276.051,Fe II,"Fe II$\,\lambda2276$",permitted,0.0,773,10,a6D
FeII-2279,Fe II,2280.6219695208406,0.048,0.0,0.0,0.0,,,a6D-z4F*,7/2-9/2,E1,Sigut+03,,2279.918,Fe II,"Fe II$\,\lambda2279$",permitted,0.0,6810,10,a6D
FeII-2287,Fe II,2287.850543622731,6.8,0.0,0.0,0.0,,,d2F-r2F*,5/2-5/2,E1,Sigut+03,,2287.145,Fe II,"Fe II$\,\lambda2287$",permitted,0.0,978,0,d2F
FeII-2307,Fe II,2308.431050198786,6.206,0.0,0.0,0.0,,,c4F-t4F*,3/2-5/2,E1,Sigut+03,,2307.721,Fe II,"Fe II$\,\lambda2307$",permitted,0.0,568,21,c4F
FeII-2308,Fe II,2309.4782804742085,6.22,0.0,0.0,0.0,,,c4F-t4F*,7/2-7/2,E1,Sigut+03,,2308.768,Fe II,"Fe II$\,\lambda2308$",permitted,0.0,598,21,c4F
FeII-2311,Fe II,2311.9978348712993,6.206,0.0,0.0,0.0,,,c4F-t4F*,3/2-3/2,E1,Sigut+03,,2311.287,Fe II,"Fe II$\,\lambda2311$",permitted,0.0,817,21,c4F
FeII-2311,Fe II,2312.0038361924426,6.214,0.0,0.0,0.0,,,c4F-t4F*,5/2-5/2,E1,Sigut+03,,2311.293,Fe II,"Fe II$\,\lambda2311$",permitted,0.0,752,21,c4F
FeII-2314,Fe II,2315.5816243405993,6.214,0.0,0.0,0.0,,,c4F-t4F*,5/2-3/2,E1,Sigut+03,,2314.87,Fe II,"Fe II$\,\lambda2314$",permitted,0.0,610,21,c4F
FeII-2326,Fe II,2327.0711623724824,6.216,0.0,0.0,0.0,,,c4F-t4D*,9/2-7/2,E1,Sigut+03,,2326.357,Fe II,"Fe II$\,\lambda2326$",permitted,0.0,747,21,c4F
FeII-2327,Fe II,2328.1133931217396,0.083,0.0,0.0,0.0,,,a6D-z6P*,5/2-3/2,E1,Sigut+03,,2327.399,Fe II,"Fe II$\,\lambda2327$",permitted,0.0,1880,10,a6D
FeII-2331,Fe II,2332.0202588593993,0.232,0.0,0.0,0.0,,,a4F-z4F*,9/2-7/2,E1,Sigut+03,,2331.305,Fe II,"Fe II$\,\lambda2331$",permitted,0.0,4670,6,a4F
FeII-2332,Fe II,2333.5155905314373,0.048,0.0,0.0,0.0,,,a6D-z6P*,7/2-5/2,E1,Sigut+03,,2332.8,Fe II,"Fe II$\,\lambda2332$",permitted,0.0,2610,10,a6D
FeII-2338,Fe II,2338.7277479670147,0.107,0.0,0.0,0.0,,,a6D-z6P*,3/2-3/2,E1,Sigut+03,,2338.011,Fe II,"Fe II$\,\lambda2338$",permitted,0.0,1910,10,a6D
FeII-2340,Fe II,2341.2953189002205,6.22,0.0,0.0,0.0,,,c4F-t4D*,7/2-5/2,E1,Sigut+03,,2340.578,Fe II,"Fe II$\,\lambda2340$",permitted,0.0,998,21,c4F
FeII-2343,Fe II,2344.21596895454,0.0,0.0,0.0,0.0,,,a6D-z6P*,9/2-7/2,E1,Sigut+03,,2343.498,Fe II,"Fe II$\,\lambda2343$",permitted,0.0,3180,10,a6D
FeII-2343,Fe II,2344.6790720874865,0.301,0.0,0.0,0.0,,,a4F-z4F*,7/2-5/2,E1,Sigut+03,,2343.961,Fe II,"Fe II$\,\lambda2343$",permitted,0.0,2520,6,a4F
FeII-2344,Fe II,2345.0031442678905,0.121,0.0,0.0,0.0,,,a6D-z6P*,1/2-3/2,E1,Sigut+03,,2344.285,Fe II,"Fe II$\,\lambda2344$",permitted,0.0,1900,10,a6D
FeII-2347,Fe II,2348.117838404124,8.171,0.0,0.0,0.0,,,X4G*-h4G,7/2-7/2,E1,Sigut+03,,2347.399,Fe II,"Fe II$\,\lambda2347$",permitted,0.0,2110,2,X4G*
FeII-2348,Fe II,2348.832997886021,0.232,0.0,0.0,0.0,,,a4F-z4D*,9/2-7/2,E1,Sigut+03,,2348.114,Fe II,"Fe II$\,\lambda2348$",permitted,0.0,4990,6,a4F
FeII-2348,Fe II,2348.984031571693,6.206,0.0,0.0,0.0,,,c4F-t4D*,3/2-3/2,E1,Sigut+03,,2348.265,Fe II,"Fe II$\,\lambda2348$",permitted,0.0,709,21,c4F
FeII-2348,Fe II,2349.02204004915,0.083,0.0,0.0,0.0,,,a6D-z6P*,5/2-5/2,E1,Sigut+03,,2348.303,Fe II,"Fe II$\,\lambda2348$",permitted,0.0,2650,10,a6D
FeII-2349,Fe II,2350.0192625092714,8.189,0.0,0.0,0.0,,,X4G*-4H,5/2-7/2,E1,Sigut+03,,2349.3,Fe II,"Fe II$\,\lambda2349$",permitted,0.0,559,2,X4G*
FeII-2351,Fe II,2351.747648252008,8.142,0.0,0.0,0.0,,,X4G*-h4G,9/2-9/2,E1,Sigut+03,,2351.028,Fe II,"Fe II$\,\lambda2351$",permitted,0.0,4020,2,X4G*
FeII-2351,Fe II,2352.682857064968,6.214,0.0,0.0,0.0,,,c4F-t4D*,5/2-3/2,E1,Sigut+03,,2351.963,Fe II,"Fe II$\,\lambda2351$",permitted,0.0,905,21,c4F
FeII-2354,Fe II,2355.090394915334,8.189,0.0,0.0,0.0,,,X4G*-h4G,5/2-5/2,E1,Sigut+03,,2354.37,Fe II,"Fe II$\,\lambda2354$",permitted,0.0,1350,2,X4G*
FeII-2354,Fe II,2355.610511166601,0.352,0.0,0.0,0.0,,,a4F-z4F*,5/2-3/2,E1,Sigut+03,,2354.89,Fe II,"Fe II$\,\lambda2354$",permitted,0.0,2120,6,a4F
FeII-2355,Fe II,2356.0716142443894,5.255,0.0,0.0,0.0,,,z6F*-a6G,3/2-5/2,E1,Sigut+03,,2355.351,Fe II,"Fe II$\,\lambda2355$",permitted,0.0,542,30,z6F*
FeII-2356,Fe II,2357.661969881337,6.22,0.0,0.0,0.0,,,c4F-u2G*,7/2-7/2,E1,Sigut+03,,2356.941,Fe II,"Fe II$\,\lambda2356$",permitted,0.0,550,21,c4F
FeII-2359,Fe II,2359.8274544251917,0.107,0.0,0.0,0.0,,,a6D-z6P*,3/2-5/2,E1,Sigut+03,,2359.106,Fe II,"Fe II$\,\lambda2359$",permitted,0.0,2720,10,a6D
FeII-2359,Fe II,2359.829454872965,5.247,0.0,0.0,0.0,,,z6F*-a6G,5/2-7/2,E1,Sigut+03,,2359.108,Fe II,"Fe II$\,\lambda2359$",permitted,0.0,948,30,z6F*
FeII-2360,Fe II,2360.7226548324934,0.232,0.0,0.0,0.0,,,a4F-z4F*,9/2-9/2,E1,Sigut+03,,2360.001,Fe II,"Fe II$\,\lambda2360$",permitted,0.0,8160,6,a4F
FeII-2360,Fe II,2361.0137200053373,0.301,0.0,0.0,0.0,,,a4F-z4D*,7/2-5/2,E1,Sigut+03,,2360.292,Fe II,"Fe II$\,\lambda2360$",permitted,0.0,2370,6,a4F
FeII-2361,Fe II,2362.4600439445294,5.201,0.0,0.0,0.0,,,z6F*-a6G,11/2-11/2,E1,Sigut+03,,2361.738,Fe II,"Fe II$\,\lambda2361$",permitted,0.0,596,30,z6F*
FeII-2362,Fe II,2362.7401066887514,0.301,0.0,0.0,0.0,,,a4F-z4F*,7/2-7/2,E1,Sigut+03,,2362.018,Fe II,"Fe II$\,\lambda2362$",permitted,0.0,4410,6,a4F
FeII-2363,Fe II,2364.5815193722206,5.235,0.0,0.0,0.0,,,z6F*-a6G,7/2-9/2,E1,Sigut+03,,2363.859,Fe II,"Fe II$\,\lambda2363$",permitted,0.0,2740,30,z6F*
FeII-2364,Fe II,2365.029619833835,6.206,0.0,0.0,0.0,,,c4F-u4F*,3/2-3/2,E1,Sigut+03,,2364.307,Fe II,"Fe II$\,\lambda2364$",permitted,0.0,1160,21,c4F
FeII-2364,Fe II,2365.5537373562497,0.048,0.0,0.0,0.0,,,a6D-z6P*,7/2-7/2,E1,Sigut+03,,2364.831,Fe II,"Fe II$\,\lambda2364$",permitted,0.0,3260,10,a6D
FeII-2366,Fe II,2367.3171329046268,0.352,0.0,0.0,0.0,,,a4F-z4F*,5/2-5/2,E1,Sigut+03,,2366.594,Fe II,"Fe II$\,\lambda2366$",permitted,0.0,2340,6,a4F
FeII-2368,Fe II,2368.7794610879296,6.214,0.0,0.0,0.0,,,c4F-u4F*,5/2-3/2,E1,Sigut+03,,2368.056,Fe II,"Fe II$\,\lambda2368$",permitted,0.0,1080,21,c4F
FeII-2368,Fe II,2369.3165816693468,0.352,0.0,0.0,0.0,,,a4F-z4D*,5/2-3/2,E1,Sigut+03,,2368.593,Fe II,"Fe II$\,\lambda2368$",permitted,0.0,1840,6,a4F
FeII-2369,Fe II,2370.3938235672385,6.214,0.0,0.0,0.0,,,c4F-u4F*,5/2-5/2,E1,Sigut+03,,2369.67,Fe II,"Fe II$\,\lambda2369$",permitted,0.0,815,21,c4F
FeII-2369,Fe II,2370.683888716217,5.219,0.0,0.0,0.0,,,z6F*-a6G,9/2-11/2,E1,Sigut+03,,2369.96,Fe II,"Fe II$\,\lambda2369$",permitted,0.0,4730,30,z6F*
FeII-2370,Fe II,2371.2230098191912,0.386,0.0,0.0,0.0,,,a4F-z4F*,3/2-3/2,E1,Sigut+03,,2370.499,Fe II,"Fe II$\,\lambda2370$",permitted,0.0,2010,6,a4F
FeII-2372,Fe II,2372.9243921352036,6.22,0.0,0.0,0.0,,,c4F-u4F*,7/2-5/2,E1,Sigut+03,,2372.2,Fe II,"Fe II$\,\lambda2372$",permitted,0.0,1110,21,c4F
FeII-2372,Fe II,2373.530528388507,6.214,0.0,0.0,0.0,,,c4F-u4P*,5/2-5/2,E1,Sigut+03,,2372.806,Fe II,"Fe II$\,\lambda2372$",permitted,0.0,896,21,c4F
FeII-2373,Fe II,2373.8826075441334,6.216,0.0,0.0,0.0,,,c4F-u4F*,9/2-7/2,E1,Sigut+03,,2373.158,Fe II,"Fe II$\,\lambda2373$",permitted,0.0,619,21,c4F
FeII-2373,Fe II,2374.4577368652685,0.0,0.0,0.0,0.0,,,a6D-z6F*,9/2-9/2,E1,Sigut+03,,2373.733,Fe II,"Fe II$\,\lambda2373$",permitted,0.0,10400,10,a6D
FeII-2374,Fe II,2374.847824591865,6.085,0.0,0.0,0.0,,,c4P-v4F*,1/2-3/2,E1,Sigut+03,,2374.123,Fe II,"Fe II$\,\lambda2374$",permitted,0.0,2100,22,c4P
FeII-2374,Fe II,2375.3679415771494,6.085,0.0,0.0,0.0,,,c4P-u4D*,1/2-1/2,E1,Sigut+03,,2374.643,Fe II,"Fe II$\,\lambda2374$",permitted,0.0,1190,22,c4P
FeII-2374,Fe II,2375.5969931016402,6.22,0.0,0.0,0.0,,,c4F-u4F*,7/2-7/2,E1,Sigut+03,,2374.872,Fe II,"Fe II$\,\lambda2374$",permitted,0.0,772,21,c4F
FeII-2375,Fe II,2375.9150646569838,0.386,0.0,0.0,0.0,,,a4F-z4D*,3/2-1/2,E1,Sigut+03,,2375.19,Fe II,"Fe II$\,\lambda2375$",permitted,0.0,1340,6,a4F
FeII-2379,Fe II,2379.999984248436,0.301,0.0,0.0,0.0,,,a4F-z4D*,7/2-7/2,E1,Sigut+03,,2379.274,Fe II,"Fe II$\,\lambda2379$",permitted,0.0,4740,6,a4F
FeII-2379,Fe II,2380.1450169191476,6.216,0.0,0.0,0.0,,,c4F-u2G*,9/2-9/2,E1,Sigut+03,,2379.419,Fe II,"Fe II$\,\lambda2379$",permitted,0.0,516,21,c4F
FeII-2380,Fe II,2381.1582452038047,8.244,0.0,0.0,0.0,,,X4F*-h4G,5/2-7/2,E1,Sigut+03,,2380.432,Fe II,"Fe II$\,\lambda2380$",permitted,0.0,883,1,X4F*
FeII-2380,Fe II,2381.491320262415,0.083,0.0,0.0,0.0,,,a6D-z6P*,5/2-7/2,E1,Sigut+03,,2380.765,Fe II,"Fe II$\,\lambda2380$",permitted,0.0,3310,10,a6D
FeII-2382,Fe II,2382.764607268178,0.0,0.0,0.0,0.0,,,a6D-z6F*,9/2-11/2,E1,Sigut+03,,2382.038,Fe II,"Fe II$\,\lambda2382$",permitted,0.0,33500,10,a6D
FeII-2382,Fe II,2383.0856796571143,0.386,0.0,0.0,0.0,,,a4F-z4F*,3/2-5/2,E1,Sigut+03,,2382.359,Fe II,"Fe II$\,\lambda2382$",permitted,0.0,2060,6,a4F
FeII-2382,Fe II,2383.2947267926324,8.263,0.0,0.0,0.0,,,y4H*-t4G*,7/2-7/2,E1,Sigut+03,,2382.568,Fe II,"Fe II$\,\lambda2382$",permitted,0.0,753,25,y4H*
FeII-2382,Fe II,2383.6318028021115,2.521,0.0,0.0,0.0,,,a2H-z2I*,11/2-13/2,E1,Sigut+03,,2382.905,Fe II,"Fe II$\,\lambda2382$",permitted,0.0,701,0,a2H
FeII-2383,Fe II,2383.7898384412692,0.048,0.0,0.0,0.0,,,a6D-z6F*,7/2-5/2,E1,Sigut+03,,2383.063,Fe II,"Fe II$\,\lambda2383$",permitted,0.0,3760,10,a6D
FeII-2383,Fe II,2383.9428729542265,6.085,0.0,0.0,0.0,,,c4P-u4D*,1/2-3/2,E1,Sigut+03,,2383.216,Fe II,"Fe II$\,\lambda2383$",permitted,0.0,3480,22,c4P
FeII-2383,Fe II,2383.969879044914,0.352,0.0,0.0,0.0,,,a4F-z4D*,5/2-5/2,E1,Sigut+03,,2383.243,Fe II,"Fe II$\,\lambda2383$",permitted,0.0,2320,6,a4F
FeII-2384,Fe II,2385.1101362525283,8.255,0.0,0.0,0.0,,,X4F*-h4G,3/2-5/2,E1,Sigut+03,,2384.383,Fe II,"Fe II$\,\lambda2384$",permitted,0.0,514,1,X4F*
FeII-2384,Fe II,2385.112136703847,0.386,0.0,0.0,0.0,,,a4F-z4D*,3/2-3/2,E1,Sigut+03,,2384.385,Fe II,"Fe II$\,\lambda2384$",permitted,0.0,1700,6,a4F
FeII-2385,Fe II,2385.730276174438,0.352,0.0,0.0,0.0,,,a4F-z4F*,5/2-7/2,E1,Sigut+03,,2385.003,Fe II,"Fe II$\,\lambda2385$",permitted,0.0,3540,6,a4F
FeII-2386,Fe II,2387.1035861264704,5.482,0.0,0.0,0.0,,,z4F*-4F,9/2-9/2,E1,Sigut+03,,2386.376,Fe II,"Fe II$\,\lambda2386$",permitted,0.0,960,27,z4F*
FeII-2388,Fe II,2389.3590954644405,0.048,0.0,0.0,0.0,,,a6D-z6F*,7/2-7/2,E1,Sigut+03,,2388.631,Fe II,"Fe II$\,\lambda2388$",permitted,0.0,5260,10,a6D
FeII-2389,Fe II,2390.0392491235116,8.226,0.0,0.0,0.0,,,X4F*-h4G,7/2-9/2,E1,Sigut+03,,2389.311,Fe II,"Fe II$\,\lambda2389$",permitted,0.0,1700,1,X4F*
FeII-2391,Fe II,2392.2087394577266,0.301,0.0,0.0,0.0,,,a4F-z4F*,7/2-9/2,E1,Sigut+03,,2391.48,Fe II,"Fe II$\,\lambda2391$",permitted,0.0,7020,6,a4F
FeII-2391,Fe II,2392.4677980294778,6.085,0.0,0.0,0.0,,,c4P-u4P*,1/2-3/2,E1,Sigut+03,,2391.739,Fe II,"Fe II$\,\lambda2391$",permitted,0.0,770,22,c4P
